"provider_id","date","country","tracking_ecommerce_source","device","exits","revenue_local_currency","revenue_euro"
"11044","2021-03-02","LT","no","desktop","34","5.61203508","5.608"
"11171","2021-02-26","LV","yes","mobile","215","14.3902","14.379"
"11068","2021-03-29","LT","yes","mobile","203","68.102937047","68.098"
"11067","2021-03-29","LT","yes","mobile","80","34.602882046","34.606"
"8536","2021-03-29","EE","yes","tablet","220","14.66905","14.652"
"11075","2021-03-29","LT","yes","desktop","81","8.333518555","8.33"
"11063","2021-01-06","LT","yes","mobile","32","0","0"
"8500","2021-01-08","EE","no","tablet","4","0","0"
"11070","2021-01-08","LT","yes","tablet","49","6.643886416","6.646"
"8515","2021-01-08","EE","yes","desktop","8","0.88","0.878"
"11165","2021-01-08","LV","yes","tablet","42","1.94975","1.953"
"11148","2021-01-03","LV","yes","desktop","88","7.39805","7.429"
"11062","2021-01-03","LT","yes","tablet","110","7.832681232","7.831"
"11149","2021-01-03","LV","yes","mobile","8","0","0"
"11049","2021-01-03","LT","yes","desktop","29","0.205208868","0.204"
"11172","2021-03-10","LV","yes","mobile","52","8.580484","8.576"
"11106","2021-01-02","LT","yes","tablet","340","39.829074715","39.821"
"11140","2021-01-29","LV","yes","desktop","67","0","0"
"11079","2021-01-11","LT","yes","mobile","80","13.744319831","13.749"
"11095","2021-01-12","LT","yes","mobile","184","24.731454372","24.761"
"11068","2021-02-07","LT","yes","mobile","290","76.446804176","76.456"
"11155","2021-02-26","LV","yes","mobile","33","0.396","0.399"
"8511","2021-02-26","EE","yes","mobile","18","2.772","2.771"
"11096","2021-02-23","LT","yes","desktop","44","7.000718231","7.001"
"11174","2021-03-06","LV","yes","tablet","811","57.88585","57.942"
"11172","2021-03-06","LV","yes","desktop","180","17.4440695","17.478"
"11091","2021-01-27","LT","no","mobile","44","8.524394834","8.527"
"11142","2021-01-27","LV","no","tablet","42","0","0"
"11128","2021-01-06","LT","yes","mobile","68","0","0"
"11060","2021-03-22","LT","yes","mobile","133","9.260770815","9.25"
"11068","2021-03-22","LT","yes","desktop","262","41.51456815","41.511"
"11155","2021-03-31","LV","yes","desktop","53","0","0"
"11054","2021-03-07","LT","yes","desktop","60","0","0"
"11128","2021-01-20","LT","yes","tablet","62","6.036694252","6.047"
"11049","2021-01-20","LT","yes","desktop","38","0.324183933","0.328"
"8535","2021-01-20","EE","yes","mobile","21","0.5852","0.577"
"11145","2021-01-21","LV","yes","mobile","56","3.7279","3.741"
"11084","2021-01-12","LT","yes","mobile","440","52.481181339","52.513"
"11095","2021-01-12","LT","yes","desktop","402","32.089625104","32.131"
"11171","2021-01-12","LV","yes","mobile","392","42.7086","42.73"
"11073","2021-01-12","LT","yes","desktop","256","25.62868743","25.635"
"11171","2021-01-12","LV","yes","tablet","69","5.4483","5.455"
"8534","2021-01-12","EE","yes","desktop","141","8.95565","8.982"
"8535","2021-02-13","EE","yes","mobile","15","0.924","0.93"
"11067","2021-02-13","LT","yes","tablet","25","3.636169617","3.635"
"11092","2021-03-22","LT","yes","mobile","40","9.47202785","9.478"
"8499","2021-03-22","EE","yes","tablet","127","22.984","22.984"
"8511","2021-03-22","EE","yes","mobile","35","6.01524","6.016"
"11063","2021-01-16","LT","yes","mobile","107","0","0"
"8514","2021-02-01","EE","yes","mobile","25","4.598","4.598"
"11073","2021-02-09","LT","yes","desktop","137","14.663909533","14.66"
"11170","2021-03-21","LV","yes","mobile","225","38.3614","38.337"
"8514","2021-01-23","EE","yes","mobile","33","6.0742","6.079"
"11092","2021-03-31","LT","yes","mobile","91","8.041104365","8.051"
"11143","2021-01-11","LV","yes","tablet","441","64.4575","64.462"
"11073","2021-01-13","LT","yes","desktop","147","12.490206227","12.488"
"8521","2021-01-13","EE","yes","mobile","70","3.5464","3.577"
"11073","2021-01-13","LT","yes","mobile","113","7.857250529","7.849"
"11064","2021-01-13","LT","no","desktop","24","0","0"
"11084","2021-01-13","LT","yes","mobile","494","61.809050758","61.749"
"11149","2021-01-13","LV","yes","mobile","63","9.13385","9.136"
"8521","2021-01-14","EE","yes","tablet","23","0.71995","0.722"
"11149","2021-01-01","LV","yes","tablet","9","0.72325","0.727"
"8517","2021-03-13","EE","yes","mobile","82","11.62568","11.619"
"11128","2021-01-14","LT","yes","tablet","128","14.661377445","14.678"
"8516","2021-01-14","EE","yes","mobile","84","17.32786","17.323"
"11040","2021-01-14","LT","yes","tablet","117","14.22","14.22"
"11084","2021-01-14","LT","yes","tablet","50","5.402400721","5.4"
"8499","2021-03-01","EE","yes","desktop","1434","255.51","255.51"
"11051","2021-03-01","LT","yes","desktop","922","87.926525418","87.906"
"11170","2021-02-21","LV","yes","mobile","137","9.4567","9.475"
"11060","2021-02-21","LT","yes","tablet","59","4.239209268","4.235"
"11172","2021-02-21","LV","yes","desktop","100","2.18405","2.175"
"11050","2021-02-21","LT","yes","desktop","15","0","0"
"11146","2021-03-01","LV","yes","desktop","254","29.05705","29.124"
"8536","2021-03-01","EE","yes","mobile","113","13.1901","13.175"
"11050","2021-01-28","LT","yes","mobile","16","0","0"
"11067","2021-01-28","LT","yes","mobile","11","0","0"
"8532","2021-03-25","EE","yes","desktop","107","8.99195","9.003"
"8516","2021-03-28","EE","no","desktop","387","45.87495","45.84"
"11041","2021-03-28","LT","yes","mobile","1425","60.719560904","60.793"
"11154","2021-03-28","LV","yes","desktop","940","114.1437","114.166"
"8499","2021-03-28","EE","yes","mobile","357","160.133","160.133"
"11092","2021-03-28","LT","yes","desktop","284","38.754152222","38.796"
"11149","2021-03-28","LV","yes","desktop","286","30.7208","30.765"
"11054","2021-03-28","LT","yes","desktop","88","0","0"
"11080","2021-02-25","LT","yes","mobile","45","12.435329555","12.431"
"11090","2021-02-25","LT","no","desktop","3","0.620379355","0.621"
"11079","2021-01-11","LT","yes","desktop","240","21.864810743","21.88"
"11064","2021-01-12","LT","no","desktop","19","0","0"
"11140","2021-02-17","LV","yes","mobile","39","7.2545","7.257"
"11068","2021-03-09","LT","yes","tablet","44","5.304388084","5.303"
"11173","2021-03-09","LV","yes","tablet","35","3.6927","3.69"
"11106","2021-03-09","LT","yes","tablet","261","34.749998772","34.753"
"11086","2021-02-10","LT","yes","desktop","172","17.779346294","17.775"
"11070","2021-01-28","LT","yes","tablet","41","0","0"
"8508","2021-01-27","EE","yes","mobile","28","0","0"
"11086","2021-01-21","LT","no","tablet","3","0","0"
"11149","2021-01-30","LV","yes","desktop","154","13.79785","13.825"
"8532","2021-01-30","EE","yes","mobile","13","1.815","1.815"
"11063","2021-02-08","LT","yes","tablet","15","0.611505048","0.613"
"8534","2021-03-04","EE","yes","desktop","47","3.65695","3.668"
"8534","2021-03-24","EE","yes","desktop","112","9.6107","9.636"
"11073","2021-01-13","LT","yes","tablet","16","1.557519576","1.558"
"11079","2021-02-01","LT","yes","mobile","56","1.604028621","1.608"
"11046","2021-01-29","LT","no","mobile","12","0","0"
"11174","2021-01-26","LV","yes","tablet","310","24.992","25.09"
"11092","2021-03-15","LT","yes","desktop","152","10.477211336","10.477"
"11048","2021-01-03","LT","yes","desktop","20","0","0"
"8521","2021-03-13","EE","yes","mobile","56","9.5986","9.595"
"8500","2021-03-13","EE","no","mobile","31","0","0"
"11086","2021-03-13","LT","yes","mobile","85","6.039725215","6.051"
"11143","2021-02-14","LV","yes","tablet","166","27.47","27.47"
"8535","2021-03-13","EE","yes","tablet","11","0.84645","0.85"
"11106","2021-03-12","LT","yes","tablet","322","52.576801182","52.628"
"11170","2021-03-12","LV","yes","desktop","249","23.37115","23.424"
"8499","2021-02-27","EE","yes","mobile","152","48.163","48.163"
"11146","2021-02-27","LV","yes","tablet","18","2.38315","2.389"
"8521","2021-03-17","EE","yes","desktop","193","17.5153","17.544"
"11073","2021-03-17","LT","yes","mobile","134","29.096507605","29.093"
"11054","2021-03-17","LT","yes","desktop","82","0","0"
"11080","2021-01-14","LT","yes","mobile","15","0","0"
"8532","2021-01-14","EE","yes","desktop","27","0.6237","0.621"
"11146","2021-03-25","LV","yes","tablet","26","4.1305","4.127"
"11068","2021-03-25","LT","yes","tablet","43","6.940906954","6.945"
"11067","2021-02-14","LT","yes","desktop","153","27.323035559","27.316"
"11070","2021-02-14","LT","yes","desktop","239","44.744758413","44.734"
"8499","2021-02-14","EE","yes","mobile","170","48.3","48.3"
"11095","2021-01-06","LT","yes","tablet","70","5.31680108","5.313"
"11060","2021-02-17","LT","yes","mobile","72","5.559322005","5.564"
"11149","2021-01-21","LV","yes","tablet","10","0.759275","0.763"
"11097","2021-03-14","LT","yes","mobile","24","0","0"
"8514","2021-01-23","EE","yes","desktop","82","7.7605","7.756"
"11136","2021-02-05","LV","yes","desktop","36","0","0"
"11137","2021-02-05","LV","yes","desktop","68","0","0"
"11073","2021-02-05","LT","yes","mobile","106","15.054820891","15.059"
"11173","2021-03-30","LV","yes","desktop","469","61.74168","61.735"
"8514","2021-03-30","EE","yes","desktop","222","25.51725","25.501"
"11051","2021-03-30","LT","yes","tablet","146","14.666651246","14.673"
"11155","2021-03-11","LV","yes","mobile","29","5.4824","5.479"
"11149","2021-03-11","LV","yes","desktop","178","17.09455","17.133"
"11084","2021-03-30","LT","yes","mobile","462","70.818079077","70.849"
"11143","2021-03-11","LV","yes","tablet","261","59.856","59.856"
"8517","2021-03-11","EE","yes","mobile","61","9.21536","9.211"
"11128","2021-02-20","LT","yes","tablet","70","7.993546572","7.996"
"11070","2021-02-20","LT","yes","tablet","68","11.332674841","11.326"
"11068","2021-02-20","LT","yes","tablet","76","10.23244297","10.233"
"11073","2021-03-02","LT","yes","mobile","171","41.279338854","41.276"
"8514","2021-01-27","EE","yes","mobile","14","0","0"
"11087","2021-02-21","LT","yes","desktop","14","0","0"
"11147","2021-02-21","LV","no","mobile","3","0","0"
"11044","2021-02-14","LT","no","tablet","16","2.541620245","2.544"
"11172","2021-02-14","LV","yes","desktop","104","10.44945","10.466"
"8532","2021-01-13","EE","yes","desktop","23","0.4554","0.46"
"11150","2021-02-01","LV","yes","mobile","4","0.506","0.506"
"11067","2021-02-01","LT","yes","tablet","20","2.49596849","2.495"
"11070","2021-01-26","LT","yes","desktop","134","0","0"
"8513","2021-01-26","EE","no","desktop","5","0","0"
"11134","2021-01-26","LV","no","desktop","83","8.9199","8.926"
"11172","2021-01-26","LV","yes","tablet","18","2.69885","2.7"
"8510","2021-02-09","EE","yes","mobile","124","17.9553","17.951"
"11060","2021-01-06","LT","yes","tablet","58","3.608984914","3.612"
"11154","2021-03-04","LV","yes","tablet","83","7.8903","7.884"
"8506","2021-03-04","EE","yes","mobile","24","3.806","3.804"
"11064","2021-01-20","LT","no","desktop","45","0","0"
"11049","2021-01-09","LT","yes","tablet","5","0.036919845","0.036"
"11128","2021-01-31","LT","yes","tablet","159","19.222315018","19.233"
"8510","2021-02-11","EE","yes","tablet","9","0.32615","0.325"
"11064","2021-02-22","LT","no","desktop","54","0","0"
"8502","2021-03-13","EE","yes","tablet","5","0","0"
"11134","2021-03-19","LV","no","mobile","24","0","0"
"8536","2021-03-19","EE","yes","tablet","87","5.5451","5.543"
"8535","2021-01-11","EE","yes","tablet","18","1.3849","1.387"
"8535","2021-03-05","EE","yes","desktop","156","13.67905","13.727"
"11050","2021-03-17","LT","yes","desktop","50","0","0"
"11173","2021-03-14","LV","yes","tablet","61","8.82288","8.822"
"11046","2021-02-08","LT","no","desktop","45","0","0"
"8534","2021-02-27","EE","yes","desktop","38","0.74305","0.734"
"11136","2021-02-27","LV","yes","mobile","4","0","0"
"11171","2021-02-13","LV","yes","tablet","29","1.92885","1.93"
"11086","2021-02-18","LT","yes","desktop","55","0.41390076","0.416"
"11046","2021-02-18","LT","no","tablet","11","0","0"
"8535","2021-02-24","EE","yes","tablet","6","0.363","0.366"
"11067","2021-03-29","LT","yes","tablet","22","4.467613265","4.468"
"11062","2021-03-29","LT","yes","tablet","77","5.580312747","5.593"
"8508","2021-03-29","EE","yes","desktop","18","0","0"
"11073","2021-01-02","LT","yes","desktop","130","11.981002949","11.982"
"8532","2021-03-26","EE","yes","tablet","8","0.6028","0.6"
"11050","2021-02-26","LT","yes","desktop","28","0","0"
"11048","2021-02-26","LT","yes","desktop","25","0","0"
"11054","2021-02-23","LT","yes","tablet","11","0","0"
"11136","2021-01-11","LV","yes","desktop","21","0","0"
"11063","2021-01-03","LT","yes","tablet","9","0","0"
"11079","2021-01-25","LT","yes","tablet","24","2.517119194","2.52"
"11170","2021-03-10","LV","yes","tablet","20","2.3276","2.328"
"11090","2021-02-14","LT","no","mobile","1","0.33033","0.33"
"11084","2021-03-20","LT","yes","tablet","75","8.285127899","8.286"
"11050","2021-01-07","LT","yes","mobile","26","0","0"
"11172","2021-02-19","LV","yes","desktop","55","1.48445","1.486"
"8502","2021-01-17","EE","yes","desktop","22","0","0"
"11173","2021-01-17","LV","yes","tablet","25","2.37435","2.374"
"11046","2021-01-03","LT","no","mobile","19","0","0"
"11151","2021-01-24","LV","yes","tablet","23","1.96370625","1.967"
"8514","2021-01-30","EE","yes","mobile","18","3.674","3.674"
"11084","2021-01-15","LT","yes","tablet","60","7.813660615","7.805"
"11073","2021-01-17","LT","yes","tablet","46","4.584172261","4.591"
"11084","2021-01-01","LT","yes","tablet","129","21.848585799","21.845"
"11079","2021-02-08","LT","yes","tablet","20","1.028660372","1.029"
"11060","2021-03-19","LT","yes","mobile","40","0","0"
"11044","2021-03-19","LT","no","mobile","72","22.116993913","22.132"
"11170","2021-03-19","LV","yes","tablet","32","3.24885","3.256"
"11067","2021-01-30","LT","yes","desktop","67","9.945961449","9.946"
"11148","2021-01-30","LV","yes","desktop","45","4.00675","4.009"
"11172","2021-02-07","LV","yes","tablet","27","2.44585","2.451"
"8521","2021-02-07","EE","yes","mobile","74","11.6809","11.675"
"8511","2021-02-25","EE","yes","tablet","19","2.0548","2.057"
"11050","2021-01-30","LT","yes","mobile","17","0","0"
"11148","2021-02-10","LV","yes","mobile","25","3.8808","3.883"
"11044","2021-02-10","LT","no","desktop","88","12.516389791","12.518"
"8516","2021-01-13","EE","yes","mobile","62","12.03422","12.039"
"11095","2021-03-03","LT","yes","mobile","57","12.135063489","12.134"
"11040","2021-03-03","LT","yes","mobile","864","306.511683045","306.509"
"11128","2021-03-03","LT","yes","mobile","200","59.176021994","59.177"
"11062","2021-03-18","LT","yes","mobile","189","17.709611007","17.704"
"11070","2021-02-17","LT","yes","mobile","42","13.672491257","13.678"
"11136","2021-01-09","LV","yes","desktop","23","0","0"
"11140","2021-01-24","LV","yes","mobile","3","0","0"
"8514","2021-01-31","EE","yes","tablet","16","1.2705","1.276"
"11148","2021-01-30","LV","yes","mobile","29","4.46765","4.469"
"11049","2021-03-01","LT","yes","desktop","33","4.057013942","4.058"
"11068","2021-03-01","LT","yes","desktop","400","64.423222644","64.435"
"8534","2021-01-02","EE","yes","mobile","72","5.1557","5.177"
"8516","2021-01-20","EE","yes","tablet","24","2.14346","2.142"
"11048","2021-01-20","LT","yes","mobile","13","0","0"
"11153","2021-02-17","LV","no","desktop","5","0","0"
"11048","2021-03-26","LT","yes","mobile","6","0","0"
"8516","2021-01-24","EE","yes","tablet","20","1.61128","1.615"
"8500","2021-01-29","EE","no","tablet","19","0","0"
"11139","2021-01-21","LV","yes","desktop","1","0","0"
"8535","2021-02-22","EE","yes","desktop","77","3.0459","3.027"
"11173","2021-03-03","LV","yes","mobile","185","40.48836","40.503"
"8508","2021-01-12","EE","yes","tablet","16","0","0"
"11063","2021-01-18","LT","yes","desktop","104","0","0"
"11140","2021-02-27","LV","yes","mobile","68","13.9029","13.892"
"11054","2021-02-27","LT","yes","tablet","9","0","0"
"11136","2021-02-27","LV","yes","desktop","22","0","0"
"11058","2021-03-03","LT","no","desktop","26","0","0"
"11063","2021-03-03","LT","yes","mobile","61","0","0"
"11044","2021-03-03","LT","no","desktop","66","12.620332044","12.618"
"8532","2021-02-14","EE","yes","desktop","34","3.4221","3.431"
"11058","2021-02-14","LT","no","desktop","43","0","0"
"11086","2021-02-14","LT","yes","desktop","61","0.4825876","0.48"
"11148","2021-01-08","LV","yes","tablet","10","0.6897","0.693"
"11153","2021-01-07","LV","no","desktop","4","0","0"
"11049","2021-01-07","LT","yes","desktop","20","0.145935466","0.149"
"11147","2021-01-12","LV","no","desktop","13","0","0"
"11128","2021-02-10","LT","yes","tablet","43","4.709759276","4.71"
"11076","2021-02-15","LT","yes","desktop","2","0","0"
"11068","2021-03-27","LT","yes","mobile","239","86.046881865","86.048"
"11047","2021-03-27","LT","yes","desktop","541","77.61197011","77.606"
"11170","2021-03-27","LV","yes","mobile","259","44.0055","43.974"
"8536","2021-03-30","EE","yes","tablet","206","13.899783323","13.899"
"8532","2021-03-30","EE","yes","desktop","124","11.190041976","11.214"
"11079","2021-03-30","LT","yes","mobile","27","0","0"
"11155","2021-03-27","LV","yes","desktop","36","0","0"
"11142","2021-03-27","LV","no","desktop","12","0","0"
"11086","2021-02-19","LT","yes","tablet","16","0.122302617","0.125"
"11173","2021-02-10","LV","yes","tablet","11","1.20384","1.205"
"11149","2021-02-20","LV","yes","mobile","78","13.1615","13.156"
"11049","2021-02-20","LT","yes","desktop","31","3.562878838","3.565"
"8510","2021-02-20","EE","yes","tablet","16","0.6688","0.667"
"11140","2021-01-13","LV","yes","mobile","12","0","0"
"11145","2021-03-09","LV","yes","tablet","19","1.61535","1.614"
"11173","2021-02-23","LV","yes","mobile","27","0","0"
"8500","2021-03-20","EE","no","mobile","16","0","0"
"8535","2021-03-10","EE","yes","mobile","65","10.5842","10.58"
"8532","2021-03-29","EE","yes","desktop","138","9.0794","9.018"
"8506","2021-03-21","EE","yes","mobile","40","8.2412","8.239"
"11128","2021-03-21","LT","yes","tablet","35","2.810533986","2.813"
"11171","2021-03-11","LV","yes","tablet","60","5.2184","5.23"
"11134","2021-03-29","LV","no","mobile","28","0","0"
"11080","2021-03-29","LT","yes","mobile","63","17.201296517","17.201"
"11137","2021-02-03","LV","yes","tablet","4","0","0"
"8514","2021-01-25","EE","yes","mobile","21","3.8302","3.834"
"11061","2021-01-03","LT","yes","desktop","6","0","0"
"11054","2021-01-07","LT","yes","tablet","41","1.98059418","1.975"
"8514","2021-03-30","EE","yes","tablet","11","1.5114","1.508"
"11170","2021-03-30","LV","yes","tablet","38","3.35995","3.37"
"8536","2021-03-23","EE","yes","tablet","105","8.07125","8.035"
"11050","2021-03-16","LT","yes","mobile","16","0","0"
"8499","2021-03-03","EE","yes","mobile","201","61.294","61.294"
"11142","2021-03-03","LV","no","desktop","14","0","0"
"11050","2021-02-03","LT","yes","tablet","2","0","0"
"8506","2021-02-03","EE","yes","tablet","6","0","0"
"11078","2021-03-23","LT","yes","desktop","32","0","0"
"11145","2021-03-23","LV","yes","tablet","17","1.0065","1.008"
"11073","2021-03-23","LT","yes","tablet","35","5.353222612","5.354"
"8515","2021-01-25","EE","yes","desktop","8","0.8459","0.845"
"11054","2021-03-17","LT","yes","tablet","4","0","0"
"8500","2021-03-17","EE","no","mobile","16","0","0"
"11048","2021-03-22","LT","yes","mobile","13","0","0"
"8506","2021-01-15","EE","yes","tablet","7","0","0"
"11128","2021-01-10","LT","yes","desktop","100","0","0"
"11068","2021-03-05","LT","yes","tablet","23","3.530860485","3.53"
"11092","2021-02-04","LT","no","mobile","10","0","0"
"11058","2021-01-20","LT","no","tablet","23","0","0"
"11136","2021-01-13","LV","yes","mobile","5","0","0"
"8535","2021-01-12","EE","yes","tablet","10","0.18865","0.191"
"11087","2021-01-10","LT","no","tablet","1","0","0"
"11046","2021-02-04","LT","no","mobile","16","0","0"
"11147","2021-03-26","LV","no","mobile","5","0","0"
"8511","2021-02-26","EE","yes","tablet","8","0.7249","0.726"
"8517","2021-03-06","EE","yes","mobile","48","6.56568","6.563"
"8500","2021-02-22","EE","no","mobile","11","0","0"
"8534","2021-02-22","EE","yes","desktop","28","2.35675","2.357"
"8502","2021-02-11","EE","yes","desktop","19","0","0"
"11148","2021-01-22","LV","yes","mobile","15","3.1009","3.104"
"11064","2021-03-02","LT","no","desktop","50","0","0"
"11091","2021-03-02","LT","yes","desktop","15","0.097177382","0.1"
"11147","2021-02-02","LV","no","mobile","8","0","0"
"11083","2021-01-31","LT","yes","desktop","5","0","0"
"8514","2021-01-04","EE","yes","tablet","20","1.7831","1.781"
"11092","2021-02-07","LT","no","desktop","51","0","0"
"11048","2021-02-05","LT","yes","desktop","47","0","0"
"11049","2021-03-02","LT","yes","desktop","40","4.723250888","4.723"
"11092","2021-03-04","LT","yes","desktop","83","1.184081798","1.19"
"11142","2021-02-15","LV","no","mobile","4","0","0"
"8521","2021-03-20","EE","yes","tablet","27","2.29185","2.3"
"8534","2021-02-08","EE","yes","mobile","30","4.4627","4.461"
"8535","2021-02-18","EE","yes","mobile","11","1.0285","1.034"
"11048","2021-03-02","LT","yes","mobile","5","0","0"
"11151","2021-02-08","LV","yes","tablet","19","2.1841875","2.185"
"11149","2021-01-07","LV","yes","tablet","14","1.0527","1.059"
"8532","2021-01-06","EE","yes","mobile","19","0.1694","0.173"
"11048","2021-01-29","LT","yes","mobile","16","0","0"
"11086","2021-02-02","LT","no","tablet","3","0","0"
"11069","2021-02-07","LT","yes","mobile","15","5.078027206","5.079"
"8515","2021-02-07","EE","yes","desktop","6","0.9361","0.934"
"11068","2021-02-26","LT","yes","mobile","99","25.431536088","25.436"
"11073","2021-01-05","LT","yes","tablet","38","3.316981002","3.317"
"11134","2021-02-20","LV","no","desktop","45","0","0"
"8508","2021-03-12","EE","yes","desktop","19","0","0"
"11067","2021-01-12","LT","yes","tablet","22","2.400452073","2.399"
"11082","2021-03-14","LT","no","tablet","1","0","0"
"8514","2021-01-21","EE","yes","tablet","7","0.5071","0.509"
"8502","2021-01-15","EE","yes","mobile","4","0","0"
"11145","2021-02-28","LV","yes","tablet","26","1.6159","1.617"
"11134","2021-02-02","LV","no","tablet","3","0","0"
"11149","2021-02-10","LV","yes","tablet","13","1.35355","1.355"
"8516","2021-01-12","EE","yes","tablet","22","1.98605","1.984"
"11134","2021-01-28","LV","no","mobile","28","4.11235","4.112"
"11137","2021-02-05","LV","yes","mobile","17","0","0"
"11087","2021-02-09","LT","yes","desktop","23","0","0"
"11134","2021-01-11","LV","no","tablet","6","0","0"
"11171","2021-03-23","LV","yes","tablet","91","7.9651","7.989"
"11046","2021-01-03","LT","no","tablet","4","0","0"
"11086","2021-01-19","LT","no","mobile","11","0","0"
"11063","2021-03-09","LT","yes","desktop","86","0","0"
"11061","2021-02-08","LT","yes","mobile","6","0","0"
"8510","2021-03-15","EE","yes","tablet","31","2.7654","2.773"
"11148","2021-01-14","LV","yes","tablet","8","0.6138","0.617"
"8516","2021-03-26","EE","no","tablet","13","1.4564","1.453"
"8502","2021-03-15","EE","yes","desktop","36","0","0"
"11068","2021-02-19","LT","yes","tablet","24","4.400071316","4.4"
"11092","2021-02-19","LT","yes","tablet","6","0.922598695","0.921"
"11153","2021-02-19","LV","no","desktop","3","0","0"
"11048","2021-02-12","LT","yes","mobile","10","0","0"
"11077","2021-02-02","LT","yes","tablet","4","0","0"
"11070","2021-01-13","LT","yes","tablet","57","8.160441655","8.16"
"11083","2021-01-13","LT","yes","desktop","2","0","0"
"11061","2021-02-10","LT","yes","desktop","7","0","0"
"11147","2021-01-22","LV","no","desktop","12","0","0"
"8508","2021-02-13","EE","yes","mobile","9","0","0"
"8525","2021-03-17","EE","no","mobile","8","0","0"
"11165","2021-03-08","LV","yes","tablet","12","0.37015","0.369"
"11149","2021-02-26","LV","yes","tablet","10","0.8767","0.88"
"11140","2021-02-05","LV","yes","mobile","11","1.1231","1.123"
"11086","2021-03-24","LT","yes","mobile","16","0","0"
"8506","2021-03-24","EE","yes","mobile","23","4.2966","4.295"
"8532","2021-01-28","EE","yes","mobile","8","1.0538","1.054"
"11050","2021-01-29","LT","yes","tablet","2","0","0"
"11173","2021-01-11","LV","yes","mobile","44","0","0"
"11140","2021-01-11","LV","yes","tablet","5","0","0"
"11170","2021-02-22","LV","yes","tablet","16","0.902","0.907"
"11165","2021-01-14","LV","yes","tablet","25","0.83765","0.835"
"8535","2021-03-12","EE","yes","tablet","8","0.605","0.608"
"8500","2021-01-31","EE","no","mobile","15","0","0"
"11080","2021-02-23","LT","yes","tablet","6","0.93025775","0.932"
"11086","2021-02-25","LT","yes","mobile","27","0.404645844","0.402"
"11069","2021-01-05","LT","yes","tablet","1","0.111236211","0.111"
"11145","2021-03-28","LV","yes","tablet","26","1.3981","1.396"
"11146","2021-03-06","LV","yes","tablet","8","0.1342","0.138"
"11064","2021-01-31","LT","no","tablet","3","0","0"
"11136","2021-03-17","LV","yes","mobile","12","0","0"
"11136","2021-03-04","LV","yes","desktop","28","0","0"
"11090","2021-03-10","LT","no","mobile","7","2.274457196","2.275"
"11044","2021-03-21","LT","no","mobile","90","28.071551987","28.089"
"11155","2021-02-14","LV","yes","tablet","23","0.13915","0.138"
"8517","2021-02-14","EE","yes","desktop","58","0","0"
"8514","2021-03-27","EE","yes","mobile","24","7.3975","7.395"
"11075","2021-03-27","LT","yes","desktop","60","5.887585977","5.879"
"11048","2021-03-17","LT","yes","tablet","2","0","0"
"11095","2021-02-23","LT","yes","tablet","18","1.790560113","1.794"
"11149","2021-02-20","LV","yes","tablet","11","0.7843","0.788"
"8514","2021-01-05","EE","yes","tablet","7","0.6292","0.63"
"8521","2021-03-01","EE","yes","tablet","13","1.03565","1.039"
"8521","2021-03-21","EE","yes","tablet","18","1.77045","1.774"
"11050","2021-02-11","LT","yes","tablet","2","0","0"
"8508","2021-03-03","EE","yes","mobile","11","0","0"
"8515","2021-02-16","EE","yes","desktop","7","0.902","0.902"
"11142","2021-01-06","LV","no","desktop","18","0","0"
"11079","2021-02-04","LT","yes","tablet","2","0.017498452","0.018"
"8506","2021-02-16","EE","yes","tablet","19","1.59885","1.598"
"11136","2021-03-02","LV","yes","mobile","9","0","0"
"8513","2021-03-05","EE","no","desktop","11","0","0"
"8535","2021-03-19","EE","yes","tablet","19","1.79355","1.801"
"11050","2021-01-29","LT","yes","mobile","24","0","0"
"11078","2021-01-25","LT","yes","desktop","10","0","0"
"8515","2021-02-18","EE","yes","desktop","3","0.4807","0.48"
"11049","2021-02-18","LT","yes","mobile","6","1.545807887","1.546"
"8502","2021-02-18","EE","yes","desktop","12","0","0"
"11049","2021-03-08","LT","yes","mobile","4","1.213005374","1.213"
"11149","2021-03-08","LV","yes","tablet","15","1.3057","1.311"
"11064","2021-03-17","LT","no","mobile","3","0","0"
"11077","2021-01-08","LT","yes","tablet","3","0","0"
"8519","2021-02-13","EE","no","desktop","3","0","0"
"11064","2021-03-08","LT","no","desktop","47","0","0"
"11097","2021-03-23","LT","yes","mobile","30","8.619807915","8.62"
"11073","2021-01-14","LT","yes","tablet","11","0.748123776","0.749"
"11092","2021-03-18","LT","yes","tablet","12","0.423346591","0.422"
"11058","2021-03-18","LT","no","desktop","32","0","0"
"8502","2021-02-27","EE","yes","desktop","21","0","0"
"11054","2021-03-31","LT","yes","desktop","93","0","0"
"11062","2021-03-27","LT","yes","tablet","24","1.181265969","1.18"
"8535","2021-01-26","EE","yes","tablet","14","0.9834","0.986"
"8535","2021-03-01","EE","yes","mobile","43","5.4912","5.491"
"8502","2021-02-19","EE","yes","mobile","2","0","0"
"8532","2021-01-18","EE","yes","tablet","2","0.0836","0.084"
"11044","2021-01-22","LT","no","desktop","24","0","0"
"11049","2021-02-05","LT","yes","tablet","14","1.403685484","1.405"
"11155","2021-01-06","LV","no","desktop","3","0","0"
"11079","2021-01-05","LT","yes","mobile","66","13.636852983","13.632"
"11086","2021-02-23","LT","yes","mobile","12","0.159582969","0.159"
"11136","2021-01-21","LV","yes","desktop","22","0","0"
"11083","2021-01-31","LT","yes","mobile","4","0","0"
